Sample,Sample_Name,Source,Label,type,alpha-pinene,beta-pinene,myrcene,alpha-phellandrene,delta-3-carene,ocimene,gamma-terpinene,terpinolene*,linalool,limonene*,fenchol,sabinene hydrate*,camphor,borneol,terpineol,unidentified compound 1,delta-guaiene*,caryophyllene,alpha-humulene,gamma-cadinene*,eudesma*,unidentified compound 2,alpha-guaiene*,gamma-selinene*,gurjunen*,caryophyllene oxide,bergamotene*,farnesene,aromadendrene,gamma-elemene*,guaiol*,gamma-eudesmol*,beta-eudesmol,alpha-bisabolol,THC,CBG,CBC,THCV,CBD,CBGM*,chemical total,monoterpenes,sesquiterpenes,cannabinoids,alpha-pinene norm,beta-pinene norm,myrcene norm,alpha-phellandrene norm,delta-3-carene norm,ocimene norm,gamma-terpinene norm,terpinolene* norm,linalool norm,limonene* norm,fenchol norm,sabinene hydrate* norm,camphor norm,borneol norm,terpineol norm,unidentified compund 1 norm,delta-guaiene* norm,caryophyllene norm,alpha-humulene norm,gamma-cadinene* norm,eudesma* norm,unidentified compound 2 norm,alpha-guaiene* norm,gamma-selinene* norm,gurjunen* norm,caryophyllene oxide norm,bergamotene* norm,farnesene norm,aromadendrene norm,gamma-elemene* norm,guaiol* norm,gamma-eudesmol* norm,beta-eudesmol norm,alpha-bisabolol norm,THC norm,CBG norm,CBC norm,THCV norm,CBD norm,CBGM* norm
258,E8,HempFlax,hs,2,1.471525025,0.659910707,2.351405967,0,0.159288791,1.198458525,0,0.796443957,0,0.42477011,0,0,0,0,0.227555416,0.180987486,0,0.660997775,0.157380423,0.228201613,0.220332592,0,0.34623693,0.165249444,0,0,0,0.542962458,0,0,0.283284761,0.267546718,0.173118465,0,73.78910664,2.385812767,1.485644147,0.329329983,0.329329983,0,88.83488069,7.289358499,3.226298664,78.31922352,0.201873049,0.090530697,0.322580645,0,0.021852237,0.164412071,0,0.109261186,0,0.058272633,0,0,0,0,0.031217482,0.056097561,0,0.204878049,0.048780488,0.070731707,0.068292683,0,0.107317073,0.051219512,0,0,0,0.168292683,0,0,0.087804878,0.082926829,0.053658537,0,0.942158302,0.030462671,0.018969087,0.00420497,0.00420497,0
259,D9,HempFlax,h,3,0.075399327,0.308284883,6.380221042,0,0,0,0,0,0.35388918,1.206312127,0,0,0,0,0.845101834,0.169763785,0,0.686423203,0.303874192,0,0,0,0.240843533,0.165852745,0,0,0,0.387065408,0.181572575,0.252425314,0,0,0,0.280180943,105.3910094,0.792996064,1.215307727,0.484569608,0.532277978,0.260718086,120.514089,9.169208394,2.668001698,108.6768789,0.008223101,0.033621756,0.695831174,0,0,0,0,0,0.038595391,0.131561207,0,0,0,0,0.092167371,0.063629564,0,0.257279897,0.113895802,0,0,0,0.090271132,0.062163658,0,0,0,0.145076897,0.068055644,0.094612126,0,0,0,0.105015279,0.969764779,0.007296824,0.011182763,0.00445881,0.004897803,0.002399021
260,D5,HempFlax,h,3,1.747535277,0.977240122,5.595178737,0,0,0.260597366,0,0,0,1.034724835,0.160957197,0.168621825,0,0,0.268261994,0,0,1.216570621,0.341912005,0.170956002,0.206737491,0,0,0.190834607,0,0,0,0,0.246494701,0.477086518,0,0,0,0.345887726,87.74283915,1.268259327,1.785916195,0.757997557,0.454798534,0.443705887,105.8631137,10.21311735,3.196479672,92.45351665,0.171106942,0.095684803,0.547842402,0,0,0.025515947,0,0,0,0.101313321,0.01575985,0.016510319,0,0,0.026266417,0,0,0.380597015,0.106965174,0.053482587,0.064676617,0,0,0.059701493,0,0,0,0,0.077114428,0.149253731,0,0,0,0.108208955,0.949048152,0.013717805,0.019316909,0.008198688,0.004919213,0.004799232
261,E9,HempFlax,h,3,0.558338355,0.252420276,5.882259454,0,0,1.158267181,0,0,0.214029072,0,0,0,0,0,0.191160938,0,0,0.761402638,0.182445976,0.234076813,0.198392815,0,0.21820853,0.206326957,0,0,0,0.309431518,0.22219524,0,0,0,0,0,98.56826071,26.30983517,2.044569723,0.50551685,0.387343131,0,138.4044813,8.256475276,2.332480487,127.8155256,0.067624299,0.030572401,0.712441963,0,0,0.140285914,0,0,0.025922572,0,0,0,0,0,0.023152851,0,0,0.32643473,0.078219722,0.100355315,0.085056581,0,0.093552135,0.088458171,0,0,0,0.132661996,0.09526135,0,0,0,0,0,0.771175961,0.205842248,0.015996255,0.00395505,0.003030486,0
262,D8,HempFlax,h,3,0.347090643,0.267900179,5.526793253,0,0,0.663582037,0,0,0.226316426,0.535484817,0,0,0,0,0.24145828,0,0,0.532123851,0,0,0,0,0.254479321,0.172231989,0,0,0,0.418927222,0,0.226954428,0.207540971,0.215325059,0,0,78.97670252,4.443694202,1.471198569,1.878260684,0.382158947,0,96.9882234,7.808625637,2.027582841,87.15201493,0.044449646,0.034308237,0.707780538,0,0,0.084980644,0,0,0.028982876,0.068576065,0,0,0,0,0.030921995,0,0,0.262442471,0,0,0,0,0.125508717,0.084944489,0,0,0,0.206614109,0,0.111933492,0.102358812,0.10619791,0,0,0.906194798,0.050987854,0.016880833,0.021551546,0.00438497,0
263,E4,HempFlax,h,3,1.833984479,0.756942259,2.749093778,0,0.150635276,1.449864527,0,0.734346968,0.169464685,0.497096409,0,0,0,0,0.252314086,0.253942178,0,0.793080957,0.214874151,0.218780954,0.257848981,0,0.363332655,0.167992518,0,0,0,0.613368031,0,0.164085715,0.31254422,0.289103403,0.210967348,0,85.51331322,4.153036627,1.682288677,0.414213627,0.385146004,0,104.6016617,8.593742468,3.859921112,92.14799815,0.21340929,0.088080631,0.319894829,0,0.017528484,0.168711656,0,0.085451358,0.019719544,0.057843996,0,0,0,0,0.02936021,0.065789474,0,0.205465587,0.055668016,0.056680162,0.066801619,0,0.094129555,0.043522267,0,0,0,0.158906883,0,0.042510121,0.08097166,0.074898785,0.05465587,0,0.927999685,0.045069201,0.018256378,0.004495091,0.004179646,0
264,E10,HempFlax,hs,2,1.342348756,0.67103645,3.16230392,0,0.180851022,1.383424697,0,1.61322683,0.158298282,0.516338596,0,0,0,0,0.229924736,0.199742031,0,0.920158702,0.214971311,0.271491087,0.301673791,0,0.339302557,0.214879359,0,0,0,0.527722243,0.196049651,0,0,0,0,0,80.80347874,2.868750504,1.993819883,0.373208292,0.32419588,0,98.80719732,9.25775329,3.185990732,86.3634533,0.144997249,0.072483726,0.34158438,0,0.019535088,0.149434172,0,0.17425684,0.017098996,0.05577364,0,0,0,0,0.024835911,0.062693852,0,0.288813992,0.067473929,0.085214023,0.094687592,0,0.106498288,0.067445067,0,0,0,0.165638348,0.061534909,0,0,0,0,0,0.935621211,0.033217182,0.023086384,0.004321368,0.003753855,0
265,158,HempFlax,s,1,0.366700467,0.449914783,2.245873859,0,0.215479075,1.202272351,0,1.690137402,0.20416923,0.661582798,0,0,0,0,0.302430451,0.279761425,0,1.402507185,0.332709263,0.491503441,0.544475946,0,0.468809749,0.525519313,0,0,0,0.801531345,0.287346545,0.154995452,0,0,0,0.431032151,101.5553091,5.301234189,2.718346666,0.434781544,0.434744544,0,123.5031683,7.338560416,5.720191816,110.444416,0.049968992,0.061308316,0.306037388,0,0.029362581,0.163829455,0,0.230309121,0.027821428,0.090151578,0,0,0,0,0.041211141,0.0489077,0,0.245185342,0.058164005,0.085924294,0.09518491,0,0.081956998,0.091870925,0,0,0,0.140123159,0.050233725,0.027096198,0,0,0,0.075352744,0.919515108,0.047999115,0.024612803,0.003936655,0.00393632,0
266,D17,HempFlax,h,3,1.483613587,1.056117243,6.834085801,0,0.092690906,0.321799286,0,0.940268323,0.23987818,1.59549004,0.177260323,0.155102783,0,0,0.749266205,0.169903902,0,0.549818915,0.19194374,0.2031255,0.225224189,0,0,0.217808917,0,0,0,0.151395147,0.221487127,0.520363805,0.332215978,0.380091567,0.188206678,0.199300161,105.3430972,3.290291765,1.743118699,0.908312029,0.561118378,0.668286721,129.7106831,13.64557268,3.550885627,112.5142248,0.108724905,0.07739633,0.500828068,0,0.006792746,0.023582688,0,0.068906476,0.017579195,0.116923641,0.012990318,0.011366528,0,0,0.054909107,0.047848317,0,0.154839939,0.054055174,0.05720418,0.06342761,0,0,0.061339322,0,0,0,0.042635884,0.062375179,0.146544795,0.093558625,0.107041343,0.053002743,0.056126888,0.936264702,0.02924334,0.01549243,0.008072864,0.004987088,0.005939575
267,E2,HempFlax,h,3,0.817915309,0.681030608,2.951487423,0,0.194588176,1.09530168,0,1.570893199,0.151296565,0.558613791,0,0,0,0,0.497209315,0.230561818,0,1.062664914,0.33859478,0.554744734,0.446627743,0,0.389036305,0.277358362,0,0,0,0.590718375,0.417888043,0.378269421,0,0,0,0,89.04698391,2.262326567,1.592370948,0.738594036,0.428738956,0,107.273815,8.518336068,4.686464496,94.06901442,0.096018201,0.079948784,0.346486379,0,0.022843449,0.128581647,0,0.184413151,0.017761281,0.065577806,0,0,0,0,0.0583693,0.049197389,0,0.22675194,0.072249514,0.118371692,0.095301638,0,0.08301275,0.059182858,0,0,0,0.126047765,0.089169147,0.080715307,0,0,0,0,0.94661334,0.024049647,0.016927688,0.007851619,0.004557706,0
268,B39,HempFlax,h,3,0.454545347,0.197947167,5.140498514,0,0,1.141662436,0,0,0.176296907,0,0,0,0,0,0.311325602,0,0,0.410385153,0,0.230508525,0.208514395,0,0.161462219,0.348154419,0,0,0,0.293598932,0,0,0.161290284,0.175953038,0,0,81.68841157,4.584861308,1.045666802,0.589574042,0.403225711,0,97.72388237,7.422275973,1.989866965,88.31173943,0.061240696,0.026669335,0.69257712,0,0,0.153815681,0,0,0.023752405,0,0,0,0,0,0.041944762,0,0,0.206237482,0,0.115841174,0.104788108,0,0.081142218,0.174963666,0,0,0,0.147547016,0,0,0.081055813,0.088424523,0,0,0.925000596,0.051916782,0.011840632,0.006676055,0.004565936,0
269,D27,HempFlax,h,3,0.296609034,0.529409111,1.971174364,0,0,0.44642948,0,0.817995381,0.424460168,1.584682391,0.184057124,0.16899112,0,0,0.353001599,0.180232318,0,1.460702707,0.514436395,0.409207589,0.604645842,0.15397176,0.32683433,0.480666158,0,0,0,0.379168869,0,0.878679192,0.251737531,0.360604567,0.15397176,0.304258646,106.2332379,4.529269859,1.689771266,0.585894964,0.480479582,0,126.754581,6.776809773,6.459117662,113.5186536,0.04376824,0.078120698,0.290870547,0,0,0.065876053,0,0.120705082,0.062634216,0.233838996,0.027159848,0.024936677,0,0,0.052089643,0.027903551,0,0.226145858,0.079644995,0.063353481,0.093611213,0.023837894,0.050600461,0.07441669,0,0,0,0.058702889,0,0.136037031,0.038973981,0.055828766,0.023837894,0.047105295,0.935821863,0.039898904,0.014885406,0.005161222,0.004232605,0
270,D3,HempFlax,h,3,0.93039892,0.717068792,3.278419179,0,0,0.342789519,0,0.899762346,0,0.824302643,0,0,0,0,0.257923406,0,0,0.512095156,0.161944522,0,0.165696178,0,0,0.184027866,0,0,0,0.209578472,0.173199489,0.268325193,0.158192866,0.176382358,0,0.165411784,92.22872793,1.232062423,1.5963665,0.820266594,0.411653633,0.521785959,106.2363817,7.250664805,2.174853884,96.81086304,0.128319119,0.098896972,0.452154287,0,0,0.047276978,0,0.124093772,0,0.113686492,0,0,0,0,0.03557238,0,0,0.235461867,0.074462254,0,0.076187269,0,0,0.084616198,0,0,0,0.096364392,0.079637299,0.123376193,0.072737239,0.081100785,0,0.076056505,0.952669205,0.012726489,0.016489539,0.008472878,0.004252143,0.005389746
271,D20,HempFlax,h,3,0.641153517,0.346498933,5.404989473,0,0,0.856632591,0,0,0.160352424,0.32360288,0,0,0,0,0.398215191,0,0,0.443879207,0.179069547,0,0,0,0,0.328166079,0,0,0,0,0,0,0,0,0,0.156813943,103.0808146,6.862827573,1.627829282,0.843375296,0.417444673,0,122.0716652,8.131445009,1.107928776,112.8322915,0.078848657,0.042612221,0.664702211,0,0,0.105348138,0,0,0.01972004,0.039796479,0,0,0,0,0.048972254,0,0,0.400638756,0.161625504,0,0,0,0,0.296197812,0,0,0,0,0,0,0,0,0,0.141537928,0.913575478,0.060823258,0.014426981,0.007474592,0.003699692,0
272,D21,HempFlax,h,3,0.943304981,0.449428207,5.204097418,0,0,0.426363692,0,0,0.088699432,0.556804389,0,0,0,0,0.68906273,0.172280813,0,1.316010842,0.337367708,0.461899547,0.417154428,0,0.322979872,0.326082577,0,0,0,0.548484782,0.310706234,0.596925711,0,0.172379664,0,0,108.8345861,2.116540967,1.996556264,0.785214302,0.501960349,0.972377204,128.5472682,8.357760848,4.982272179,115.2072352,0.112865754,0.053773758,0.622666467,0,0,0.051014105,0,0,0.010612822,0.06662124,0,0,0,0,0.082445854,0.034578764,0,0.264138689,0.067713625,0.092708614,0.083727748,0,0.064825819,0.065448568,0,0,0,0.110087278,0.062362356,0.119809936,0,0.034598604,0,0,0.94468534,0.018371598,0.017330129,0.006815668,0.004357021,0.008440244
273,D2,HempFlax,h,3,0.672329408,0.435848405,10.45181999,0,0,1.304004141,0,0,0.258639694,0.461548171,0,0,0,0,0.203090926,0,0,0.276953229,0,0,0.184777391,0,0,0.225432065,0,0,0,0,0,0.16622059,0,0,0,0,130.6452014,6.839878811,1.554831891,1.060258541,0.624227687,0,155.3650624,13.78728073,0.853383275,140.7243984,0.048764468,0.031612354,0.758076969,0,0,0.094580227,0,0,0.018759297,0.033476374,0,0,0,0,0.01473031,0,0,0.324535572,0,0,0.216523332,0,0,0.264162741,0,0,0,0,0,0.194778355,0,0,0,0,0.928376337,0.048604783,0.011048773,0.007534291,0.004435817,0
274,D29,HempFlax,h,3,0.379282135,0.681224612,2.57885229,0,0.18784003,0.644567827,0,0.423461083,0.305173541,1.998063843,0.154626316,0.257657526,0,0,0.654791038,0.332420492,0,2.343373396,0.610710331,0,0.183328568,0,0,0.210201447,0,0,0.355281578,0.408807395,0,0.259715471,0.431503526,0.435295379,0.336102375,0.17937176,100.091669,3.241011414,1.257039427,0.568133767,0.472405658,2.092374418,122.0742856,8.26554024,6.086111719,107.7226337,0.045887156,0.082417433,0.312000452,0,0.022725681,0.077982541,0,0.051232112,0.036921185,0.24173421,0.018707345,0.031172497,0,0,0.079219388,0.054619519,0,0.385036211,0.10034491,0,0.030122445,0,0,0.034537888,0,0,0.05837579,0.067170537,0,0.042673464,0.070899705,0.071522739,0.055224483,0.029472308,0.92916099,0.030086634,0.011669223,0.005274043,0.004385389,0.019423721
275,B38,HempFlax,h,3,1.259552316,0.975114506,4.879340081,0,0.169909176,0.916048495,0,0.731331775,0.313921567,1.167202164,0.147747109,0.180949168,0,0,0.531873178,0.268215737,0,0.559439885,0,0.153275867,0.180073598,0,0,0.367896143,0,0,0.38703008,0.559473946,0,0,0,0,0,0,99.96774052,2.633821339,1.272327684,0.630798361,0.431194566,0,118.6842773,11.27298953,2.475405257,104.9358825,0.11173188,0.086500081,0.432834615,0,0.015072238,0.081260476,0,0.064874697,0.027847233,0.103539719,0.013106293,0.016051569,0,0,0.0471812,0.108352253,0,0.225999312,0,0.061919505,0.072745098,0,0,0.148620571,0,0,0.156350189,0.226013072,0,0,0,0,0,0,0.952655452,0.025099339,0.01212481,0.006011274,0.004109124,0
276,D6,HempFlax,h,3,1.239189782,0.801392194,3.372525483,0,0,0,0,0,0.382145352,1.446958128,0.196637899,0.159536409,0,0,0.322782967,0.188600234,0,1.150846323,0.442633201,0.169355312,0.227090077,0,0,0.242486015,0,0,0.45033117,0.500367966,0,0.342559608,0.369502498,0.377200467,0.227090077,0.173204296,114.1201951,3.386377183,1.882911626,0.658661101,0.422402228,0,133.2529827,7.921168214,4.861267243,120.4705473,0.156440281,0.10117096,0.425761124,0,0,0,0,0,0.04824356,0.182669789,0.024824356,0.020140515,0,0,0.040749415,0.038796516,0,0.236737926,0.091053048,0.034837688,0.046714173,0,0,0.049881235,0,0,0.09263658,0.102929533,0,0.070467142,0.076009501,0.077593032,0.046714173,0.035629454,0.947287098,0.028109586,0.015629643,0.005467404,0.00350627,0
277,D30,HempFlax,h,3,0.177832983,0.303783819,1.185613096,0,0,0.800171001,0,0.177814402,0.26305688,0.737276104,0.16302544,0.148199314,0,0,0.288976275,0.180660006,0,1.20688535,0.368987985,0.157591832,0.307470711,0,0,0.276740989,0,0,0.238298315,0,0,0.338251838,0.307483562,0.349773074,0.199855641,0.365128296,74.12954871,3.789177102,1.236778864,0.5326326,0.328848071,0.736297607,89.29615987,4.245749313,4.297127599,80.75328295,0.041884947,0.071550107,0.27924708,0,0,0.188464024,0,0.04188057,0.061957704,0.173650409,0.038397331,0.034905338,0,0,0.068062491,0.042042039,0,0.280858625,0.08586852,0.036673761,0.071552614,0,0,0.06440139,0,0,0.055455257,0,0,0.0787158,0.071555604,0.081396949,0.046509124,0.084970317,0.917975666,0.046922886,0.015315524,0.006595801,0.004072256,0.009117866
278,D16,HempFlax,h,3,0,0.153637357,8.389458325,0,0,0.667023949,0,0,0,0.157423568,0,0,0,0,0.340666054,0.159465438,0,1.068570994,0.272032888,0,0,0,0,0.171012392,0,0,0.24493218,0.373053384,0,0,0.310443823,0.252314514,0.190178405,0.15938653,126.6946973,5.07627149,1.236359465,1.771321832,0.571166875,0,148.2594168,9.708209253,3.201390547,135.349817,0,0.015825509,0.864161258,0,0,0.068707208,0,0,0,0.01621551,0,0,0,0,0.035090514,0.049811304,0,0.333783391,0.084973353,0,0,0,0,0.05341816,0,0,0.07650806,0.116528545,0,0,0.096971556,0.078814037,0.059404937,0.049786656,0.936053703,0.037504827,0.009134548,0.013086991,0.004219931,0
279,D12,HempFlax,h,3,0.230811805,0.402025973,3.714711567,0,0.160090054,1.608028814,0,0.569300611,0.163804348,0.602954497,0,0.163823118,0,0,0.268086137,0.320582053,0,0.818921482,0.278118031,0,0,0.166100162,0.197004329,0.266499761,0,0,0,0.173806732,0,0,0,0,0,0,32.50486884,1.067250352,5.0655924,0.524521101,54.78257224,1.099286153,105.1487606,7.883636925,2.22103255,95.04409109,0.029277326,0.050994988,0.471192624,0,0.020306624,0.20397043,0,0.072212941,0.020777764,0.076481769,0,0.020780145,0,0,0.034005389,0.144339196,0,0.368712058,0.125220151,0,0,0.074785109,0.088699433,0.119989129,0,0,0,0.078254923,0,0,0,0,0,0,0.341997787,0.011229003,0.053297289,0.005518713,0.576391142,0.011566065
280,167,HempFlax,s,1,0.265644166,0.35169791,0.901693579,0,0,0.576185938,0,0.37788818,0.153400152,0.407819917,0,0,0,0,0.261902699,0.217362565,0,1.086812826,0.256177309,0.263940258,0.225125514,0,0.217362565,0.326043848,0,0,0.368740066,0.535643464,0,0,0,0,0,0.318280899,76.72835364,3.812050879,2.23091614,0.296011527,0.505385533,0,90.68443957,3.296232542,3.815489313,83.57271772,0.080590238,0.106696935,0.273552781,0,0,0.174801362,0,0.114642452,0.046538025,0.123723042,0,0,0,0,0.079455165,0.056968464,0,0.284842319,0.067141404,0.069175992,0.059003052,0,0.056968464,0.085452696,0,0,0.09664293,0.140386572,0,0,0,0,0,0.083418108,0.91810289,0.04561358,0.026694311,0.003541964,0.006047255,0
281,18,HempFlax,i,5,0.323828548,0.435596201,0.964448838,0,0.171272017,0.633058225,0,0.394894867,0.186104336,0.361201157,0,0,0,0,0.268090627,0.239472674,0,1.255126479,0.301264261,0.262614246,0.258797681,0,0.223964231,0.335976619,0,0,0.436478767,0.687491954,0,0,0,0,0,0.393951642,95.69073589,5.154894802,2.485611143,0.42013748,0.413038423,0,112.2980511,3.738494814,4.395138552,104.1644177,0.086620034,0.116516465,0.257977846,0,0.045813095,0.169335055,0,0.105629374,0.049780552,0.096616733,0,0,0,0,0.071710846,0.054485808,0,0.285571539,0.068544884,0.059751073,0.058882713,0,0.050957263,0.076442782,0,0,0.099309444,0.156420997,0,0,0,0,0,0.089633498,0.918650898,0.049488059,0.023862382,0.004033407,0.003965254,0
282,163,HempFlax,s,1,0.369297997,0.438820251,1.666989069,0,0.179307787,0.811550303,0,0.501800275,0.168174731,0.460828858,0,0,0,0,0.248636913,0.295749761,0,1.262778098,0.284467242,0.227854291,0.231615131,0,0.219931901,0.352763422,0,0,0.462762765,0.743469168,0,0,0,0,0,0.39829421,99.31287954,4.323711531,2.804151957,0.458676516,0.359747048,0,116.5842588,4.845406184,4.479685989,107.2591666,0.076216107,0.090564183,0.344034949,0,0.037005729,0.167488601,0,0.103562066,0.034708077,0.095106342,0,0,0,0,0.051313946,0.066020199,0,0.281889869,0.063501603,0.050863898,0.05170343,0,0.049095383,0.078747355,0,0,0.103302501,0.165964572,0,0,0,0,0,0.088911189,0.925915077,0.040310881,0.026143705,0.004276339,0.003353998,0
283,112,HempFlax,h,3,0.225757359,0.259061972,1.039984796,0,0,0.62178499,0,0.481135986,0.166539545,0.247970735,0,0,0,0,0.18874674,0.199654408,0,1.351487362,0.299473063,0,0.165094974,0,0,0.314834711,0,0,0.618143912,1.013614453,0,0,0,0,0,0.341709047,62.752318,1.981808623,1.156911187,0.207103373,0.260661095,0,73.89379633,3.230982124,4.304011929,66.35880227,0.069872674,0.080180565,0.321878845,0,0,0.192444578,0,0.148913231,0.051544558,0.076747789,0,0,0,0,0.058417761,0.046387977,0,0.314006416,0.06957998,0,0.038358391,0,0,0.073149126,0,0,0.143620399,0.235504564,0,0,0,0,0,0.079393146,0.945651758,0.029865045,0.017434178,0.003120963,0.003928056,0
284,93,HempFlax,hs,2,1.732037583,0.715171579,2.495711639,0,0,1.210600475,0,0.514000228,0.152710606,0.491681243,0,0,0,0,0.249552801,0.255042244,0,0.680060696,0.162287015,0.177747663,0.162287015,0,0,0,0,0,0.293670052,0.413445696,0,0,0.278209404,0.26661067,0.204789726,0,87.9231717,23.60350603,1.397934539,0.316239218,0.36656739,0,124.0630352,7.561466154,2.89415018,113.6074189,0.229061077,0.094581073,0.330056577,0,0,0.160101289,0,0.067976265,0.020195899,0.065024591,0,0,0,0,0.033003229,0.088123362,0,0.23497768,0.056074151,0.061416185,0.056074151,0,0,0,0,0,0.101470219,0.142855647,0,0,0.096128185,0.092120538,0.070759882,0,0.773921039,0.207763773,0.012304958,0.002783614,0.003226615,0
285,23,HempFlax,s,1,0.701040461,0.367208909,2.13271607,0,0,0.419122803,0,0.178089872,0,0.296758481,0,0,0,0,0.196655393,0.169357896,0,1.839571961,0.415636512,0,0,0,0,0.165523888,0,0,0.434896763,0.789068869,0,0,0,0,0,0,48.05681726,1.915199918,1.496301062,0.243366014,0.21113442,0,60.02846655,4.291591988,3.814055889,51.92281867,0.163352076,0.08556473,0.496952198,0,0,0.097661382,0,0.041497391,0,0.06914881,0,0,0,0,0.045823413,0.044403622,0,0.482313845,0.10897494,0,0,0,0,0.043398391,0,0,0.114024748,0.206884454,0,0,0,0,0,0,0.925543306,0.036885515,0.028817793,0.004687072,0.004066313,0
286,B32,HempFlax,h,3,0.324405537,0,2.949497728,0,0,0.824060794,0,0,0.220013196,0,0,0,0,0,0.607751397,0.189544501,0,0.704002597,0.177913169,0.162474154,0,0,0.166351265,0.25142206,0,0,0.317228801,0.491282216,0,0,0,0,0,0,77.47730215,7.620780896,0.942679539,0.500113835,0.334600407,0,94.26142424,4.925728652,2.460218762,86.87547683,0.065859401,0,0.598794196,0,0,0.167297237,0,0,0.044666122,0,0,0,0,0,0.123383044,0.077043759,0,0.28615447,0.072315996,0.066040531,0,0,0.067616452,0.102195001,0,0,0.12894333,0.19969046,0,0,0,0,0,0,0.891820166,0.087720737,0.010850928,0.005756674,0.003851494,0
287,97,HempFlax,hs,2,0.411700662,0.26554465,1.174905962,0,0,1.429484801,0,0.205761795,0.164727484,0.243258883,0,0,0,0,0.205938867,0.248630912,0,1.475392609,0.294992796,0,0,0,0,0.399888746,0,0,0.788340102,1.413372654,0,0,0,0,0,0,49.76944179,2.147779282,1.387237875,0.595919942,0.158877815,0.278335156,63.05953279,4.101323104,4.620617818,54.33759186,0.100382401,0.064746094,0.286469984,0,0,0.348542352,0,0.050169613,0.040164474,0.059312294,0,0,0,0,0.050212788,0.053809019,0,0.31930635,0.063842717,0,0,0,0,0.086544432,0,0,0.17061357,0.305883912,0,0,0,0,0,0,0.915930208,0.039526582,0.025529984,0.010966992,0.002923902,0.005122331
288,13,HempFlax,s,1,0.296061466,0.171746391,1.638521411,0,0,0.430591992,0,0.149714246,0,0.208161634,0,0,0,0,0.168036242,0.193331841,0,0.671065947,0.159046945,0,0,0,0,0.178173212,0,0,0.329522188,0.485194766,0,0,0,0,0,0.302935261,50.1617911,1.109280654,2.253475288,0.26439295,0.261033975,0.214718842,59.64679635,3.062833383,2.31927016,54.26469281,0.096662609,0.05607435,0.534969163,0,0,0.140586163,0,0.048880963,0,0.067963747,0,0,0,0,0.054863005,0.083358913,0,0.289343587,0.068576291,0,0,0,0,0.076822966,0,0,0.142080122,0.209201487,0,0,0,0,0,0.130616634,0.924390953,0.020442033,0.041527468,0.004872283,0.004810383,0.003956879
289,B22,HempFlax,h,3,0.543899624,0.232566254,5.23272802,0,0,1.155322989,0,0,0,0,0,0,0,0,0.168792422,0.167330437,0,0.513659809,0,0,0,0,0,0.225697078,0,0,0.159545584,0.256825514,0,0,0,0,0,0.182891362,93.81747683,7.191033767,1.51277188,0.586290039,0.361908213,0,112.3087398,7.333309309,1.505949782,103.4694807,0.074168374,0.031713684,0.713556158,0,0,0.15754456,0,0,0,0,0,0,0,0,0.023017224,0.111112893,0,0.341086944,0,0,0,0,0,0.149870255,0,0,0.105943495,0.170540556,0,0,0,0,0,0.121445857,0.906716417,0.06949908,0.014620465,0.005666309,0.003497729,0
290,13,HempFlax,s,1,0.257811747,0.217851934,1.646212654,0,0,0.432154169,0,0,0,0.170640536,0,0,0,0,0.181137448,0.180550625,0,0.609200477,0,0,0,0,0,0.180550625,0,0,0.293394765,0.417128616,0,0,0,0,0,0.270668056,46.7006989,1.260019401,2.315034623,0.248452005,0.213469105,0.205885186,55.80086087,2.905808487,1.951493162,50.94355922,0.088722897,0.074971195,0.566524828,0,0,0.148720802,0,0,0,0.058723944,0,0,0,0,0.062336334,0.09251922,0,0.312171464,0,0,0,0,0,0.09251922,0,0,0.150343732,0.213748438,0,0,0,0,0,0.138697927,0.91671449,0.024733635,0.045443127,0.004877005,0.004190306,0.004041437
291,94,HempFlax,hs,2,2.121681398,0.765748175,3.130145886,0,0.156876824,1.624806165,0,0.369758002,0.168080213,0.530405661,0,0,0,0,0.272668958,0.325485731,0,0.774986758,0.186001176,0.16662433,0.158874462,0,0,0.158874462,0,0,0.302244836,0.441742452,0,0,0.309990349,0.278990879,0.213123535,0,102.865329,4.890280045,1.607304963,0.425262165,0.410834763,0.144152548,122.8002738,9.140171281,3.31693897,110.3431635,0.232127094,0.083778318,0.34246031,0,0.017163445,0.177765396,0,0.040454165,0.018389175,0.058030166,0,0,0,0,0.029831931,0.098128345,0,0.233645166,0.056076153,0.050234367,0.047897915,0,0,0.047897915,0,0,0.091121615,0.133177745,0,0,0.093456754,0.084110947,0.064253077,0,0.932231103,0.044318831,0.014566421,0.003853996,0.003723246,0.001306402
292,63,HempFlax,hs,2,0.246840199,0,1.058571983,0,0,0.695855778,0,0,0,0.186992498,0,0,0,0,0.179543101,0.170739872,0,1.587088342,0.430713757,0,0,0,0,0.302609734,0,0,0.232794351,0.30264248,0,0,0,0,0,0.170739872,30.28066667,1.075130744,1.021285887,0,0,0,37.94221526,2.367803558,3.197328409,32.3770833,0.104248597,0,0.447069175,0,0,0.293882394,0,0,0,0.078972978,0,0,0,0,0.075826857,0.053400793,0,0.49637952,0.134710515,0,0,0,0,0.094644558,0,0,0.072809021,0.0946548,0,0,0,0,0,0.053400793,0.935249985,0.033206535,0.03154348,0,0,0
